0.39716,0.08932,-0.30497,1.00000,0.47008,-0.15593,-0.08614,0.99999,0.17908,0.19896,-0.29180,0.99862,0.27667,-0.13037,0.04919,0.10705,0.00808,0.11830,-0.23535,0.98814,0.10387,-0.14791,0.05438,0.10165,-0.04530,0.10070,-0.25271,0.96475,0.04443,-0.13098,0.07790,0.11189,-0.04278,0.06751,-0.26083,0.96333,0.03508,-0.13327,0.05389,0.11382,0.00172,0.09928,-0.23408,0.93890,0.08942,-0.14139,0.04536,0.12571,-0.04157,0.09034,-0.07239,1.00000,0.04197,-0.09054,0.07284,1.00000,-0.50096,0.12083,-0.17035,0.99204,0.02158,-0.39836,-0.06389,0.98489,-0.31057,0.46432,0.03625,0.87695,-0.37369,-0.26227,-0.06892,0.98332,-0.29648,0.50809,0.06026,0.83112,-0.42560,-0.25271,-0.06870,0.97008,-0.38296,0.55570,0.08986,0.84945,-0.51353,-0.34166,-0.07264,0.97571
0.40169,0.09408,-0.30414,1.00000,0.48171,-0.14482,-0.08576,0.99999,0.17509,0.19526,-0.29917,0.99857,0.27603,-0.12661,0.03505,0.11275,0.00622,0.11810,-0.28154,0.98827,0.09252,-0.14576,-0.01119,0.12111,-0.04560,0.10072,-0.30658,0.96542,0.02940,-0.13057,0.00073,0.13296,-0.04225,0.06809,-0.31020,0.96412,0.02457,-0.13212,-0.02826,0.13486,0.00101,0.09930,-0.27967,0.94013,0.07798,-0.13866,-0.02259,0.14521,-0.04113,0.09016,-0.07329,1.00000,0.04153,-0.09031,0.07387,1.00000,-0.48403,0.08985,-0.17436,0.99234,-0.00695,-0.40339,-0.02979,0.98568,-0.31063,0.46345,0.03429,0.88430,-0.38037,-0.27735,0.00478,0.98413,-0.29684,0.50822,0.05821,0.83973,-0.42965,-0.26873,0.00833,0.97165,-0.38192,0.55865,0.08828,0.85764,-0.52137,-0.36691,0.00780,0.97655
0.40476,0.09712,-0.29997,1.00000,0.48339,-0.14182,-0.08428,0.99999,0.17070,0.19532,-0.29895,0.99855,0.26699,-0.12644,0.01525,0.11967,0.00473,0.11850,-0.28842,0.98853,0.08148,-0.14580,-0.07301,0.14646,-0.04566,0.10075,-0.31359,0.96639,0.01752,-0.13118,-0.06775,0.16055,-0.04029,0.06897,-0.31755,0.96516,0.01773,-0.13246,-0.09530,0.16215,0.00079,0.10027,-0.28651,0.94187,0.06858,-0.13867,-0.08479,0.17091,-0.04017,0.09000,-0.07423,1.00000,0.04056,-0.09010,0.07487,1.00000,-0.47524,0.07965,-0.18024,0.99264,-0.01465,-0.40527,-0.01664,0.98622,-0.31020,0.46323,0.01693,0.89139,-0.38631,-0.28894,0.02634,0.98479,-0.29651,0.50877,0.03923,0.84871,-0.43405,-0.28127,0.02983,0.97311,-0.37175,0.56313,0.06820,0.86562,-0.52451,-0.38299,0.02609,0.97713
0.40461,0.10492,-0.29860,1.00000,0.48687,-0.13590,-0.08400,0.99999,0.16463,0.19934,-0.29897,0.99848,0.26693,-0.12584,0.01641,0.12520,0.00263,0.12006,-0.28642,0.98830,0.08201,-0.14723,-0.05130,0.16508,-0.04585,0.10143,-0.31068,0.96613,0.01956,-0.13625,-0.04258,0.17986,-0.03912,0.07114,-0.31450,0.96488,0.01861,-0.13613,-0.06967,0.18144,0.00015,0.10243,-0.28447,0.94143,0.06896,-0.13992,-0.06254,0.18958,-0.04018,0.08998,-0.07418,1.00000,0.04056,-0.09007,0.07483,1.00000,-0.47356,0.07944,-0.17994,0.99274,-0.01438,-0.40515,-0.01881,0.98671,-0.31023,0.46166,0.01806,0.89607,-0.38597,-0.29131,0.02661,0.98536,-0.29669,0.50822,0.04029,0.85468,-0.43384,-0.28463,0.03084,0.97442,-0.37111,0.56305,0.06897,0.87080,-0.52430,-0.38809,0.02797,0.97771
0.40451,0.10710,-0.29867,1.00000,0.48689,-0.13413,-0.08647,0.99999,0.16229,0.20020,-0.29994,0.99844,0.26579,-0.12587,0.01233,0.13021,-0.00037,0.12007,-0.29033,0.98813,0.07715,-0.14995,-0.05097,0.17987,-0.04706,0.10126,-0.31462,0.96592,0.01525,-0.14057,-0.04090,0.19534,-0.03915,0.07113,-0.31820,0.96466,0.01365,-0.14169,-0.06913,0.19679,-0.00169,0.10250,-0.28822,0.94114,0.06373,-0.14295,-0.06251,0.20462,-0.04001,0.08968,-0.07425,1.00000,0.04038,-0.08975,0.07491,1.00000,-0.47178,0.08045,-0.18464,0.99278,-0.01948,-0.40330,-0.00697,0.98676,-0.31007,0.46188,-0.00104,0.90035,-0.38789,-0.28984,0.04513,0.98551,-0.29650,0.50912,0.01974,0.86143,-0.43491,-0.28315,0.04977,0.97526,-0.36317,0.56675,0.05057,0.87561,-0.52399,-0.38502,0.05019,0.97746
0.40441,0.10930,-0.29836,1.00000,0.48871,-0.13192,-0.08872,0.99999,0.16181,0.20061,-0.29971,0.99837,0.26846,-0.12462,0.01442,0.13231,-0.00324,0.12013,-0.28961,0.98769,0.07843,-0.15012,-0.03845,0.18876,-0.04873,0.10127,-0.31367,0.96498,0.01661,-0.14134,-0.02559,0.20485,-0.03972,0.07138,-0.31738,0.96371,0.01447,-0.14359,-0.05209,0.20630,-0.00409,0.10269,-0.28748,0.93980,0.06498,-0.14348,-0.04923,0.21407,-0.03998,0.08955,-0.07419,1.00000,0.04035,-0.08960,0.07485,1.00000,-0.47152,0.08282,-0.18760,0.99252,-0.02358,-0.40145,-0.01024,0.98680,-0.30980,0.46293,-0.00811,0.90144,-0.39152,-0.28861,0.04078,0.98549,-0.29617,0.51077,0.01235,0.86546,-0.43803,-0.28186,0.04567,0.97598,-0.35685,0.56858,0.04160,0.87681,-0.52435,-0.38332,0.04376,0.97693
0.40435,0.11003,-0.29738,1.00000,0.48968,-0.12772,-0.08868,0.99999,0.16212,0.20136,-0.29753,0.99829,0.27186,-0.12246,0.02543,0.13420,-0.00481,0.12031,-0.28656,0.98719,0.08079,-0.15012,-0.02103,0.20046,-0.05037,0.10128,-0.31041,0.96389,0.01969,-0.14174,-0.00888,0.21715,-0.04043,0.07166,-0.31497,0.96259,0.01740,-0.14451,-0.04084,0.21868,-0.00555,0.10306,-0.28471,0.93833,0.06713,-0.14361,-0.03277,0.22655,-0.03969,0.08918,-0.07416,0.99999,0.04005,-0.08923,0.07484,1.00000,-0.46597,0.08416,-0.18854,0.99207,-0.02877,-0.40044,-0.00624,0.98656,-0.30196,0.46847,-0.01515,0.90221,-0.39632,-0.28811,0.05514,0.98528,-0.28731,0.51732,0.00444,0.86989,-0.44231,-0.28161,0.06089,0.97665,-0.33694,0.57864,0.03231,0.87738,-0.52601,-0.38450,0.05755,0.97603
0.40431,0.11066,-0.29706,1.00000,0.49091,-0.12633,-0.08885,0.99999,0.16239,0.20214,-0.29472,0.99823,0.27382,-0.12017,0.03213,0.13390,-0.00568,0.12025,-0.28460,0.98675,0.08185,-0.14996,-0.00470,0.20632,-0.05114,0.10081,-0.30742,0.96285,0.02139,-0.14170,0.00862,0.22369,-0.04067,0.07144,-0.31083,0.96152,0.01866,-0.14494,-0.02504,0.22531,-0.00636,0.10303,-0.28195,0.93702,0.06798,-0.14362,-0.01660,0.23315,-0.03968,0.08904,-0.07415,0.99999,0.04004,-0.08908,0.07483,1.00000,-0.46567,0.08545,-0.18843,0.99195,-0.02585,-0.39999,-0.00838,0.98662,-0.30220,0.46885,-0.01467,0.90383,-0.39560,-0.28863,0.04690,0.98540,-0.28761,0.51783,0.00524,0.87469,-0.44193,-0.28249,0.05202,0.97746,-0.33977,0.57962,0.03506,0.87891,-0.52565,-0.38742,0.04852,0.97571
0.40437,0.11114,-0.29503,1.00000,0.49060,-0.12594,-0.08846,0.99999,0.16227,0.20425,-0.28981,0.99816,0.27354,-0.11868,0.03501,0.13199,-0.00578,0.12025,-0.28203,0.98618,0.08272,-0.15009,-0.00274,0.20973,-0.05113,0.10014,-0.30453,0.96153,0.02394,-0.14262,0.00983,0.22839,-0.04013,0.07096,-0.30711,0.96021,0.02228,-0.14710,-0.02453,0.23015,-0.00635,0.10303,-0.27885,0.93538,0.06941,-0.14425,-0.01478,0.23787,-0.03959,0.08895,-0.07414,0.99999,0.03995,-0.08898,0.07481,1.00000,-0.46439,0.08773,-0.18835,0.99165,-0.02426,-0.39998,-0.00864,0.98653,-0.30086,0.46760,-0.01351,0.90418,-0.39539,-0.28853,0.04927,0.98537,-0.28618,0.51635,0.00680,0.87883,-0.44152,-0.28233,0.05485,0.97818,-0.33476,0.57919,0.03747,0.87912,-0.52525,-0.38836,0.04969,0.97509
0.40412,0.11401,-0.29328,1.00000,0.49132,-0.12259,-0.08844,0.99999,0.16194,0.20583,-0.28522,0.99804,0.28146,-0.11669,0.04450,0.13003,-0.00593,0.12042,-0.27552,0.98533,0.10366,-0.15185,0.02320,0.21128,-0.05117,0.10013,-0.29662,0.95957,0.04932,-0.14731,0.03777,0.23101,-0.03998,0.07108,-0.29985,0.95825,0.04574,-0.15275,0.00506,0.23300,-0.00642,0.10322,-0.27249,0.93277,0.09021,-0.14735,0.01156,0.24102,-0.03969,0.08887,-0.07390,0.99999,0.04005,-0.08889,0.07459,1.00000,-0.46475,0.08812,-0.18815,0.99087,-0.02334,-0.39997,-0.00967,0.98623,-0.30130,0.46424,-0.01271,0.90177,-0.39515,-0.28821,0.05023,0.98501,-0.28669,0.51246,0.00759,0.88134,-0.44121,-0.28199,0.05633,0.97869,-0.33614,0.57522,0.03824,0.87647,-0.52434,-0.38920,0.05109,0.97396
0.40460,0.11763,-0.28832,1.00000,0.49254,-0.12029,-0.08820,0.99999,0.16200,0.20821,-0.28083,0.99791,0.29154,-0.11648,0.05044,0.12826,-0.00532,0.12088,-0.27315,0.98436,0.12948,-0.15469,0.03658,0.21112,-0.05021,0.10020,-0.29490,0.95731,0.07807,-0.15196,0.05068,0.23182,-0.03803,0.07114,-0.29839,0.95597,0.07418,-0.15744,0.02016,0.23394,-0.00569,0.10347,-0.27045,0.92969,0.11597,-0.15122,0.02537,0.24210,-0.03973,0.08889,-0.07341,0.99999,0.04008,-0.08890,0.07412,1.00000,-0.46455,0.08882,-0.18802,0.99024,-0.02079,-0.40045,-0.01056,0.98620,-0.30470,0.46077,-0.01115,0.89951,-0.39137,-0.28791,0.04917,0.98482,-0.29106,0.50867,0.00938,0.88282,-0.43772,-0.28166,0.05555,0.97927,-0.33750,0.57072,0.03978,0.87401,-0.52133,-0.38869,0.05020,0.97323
0.40466,0.11728,-0.28711,1.00000,0.49244,-0.12094,-0.08772,0.99999,0.16208,0.20821,-0.28017,0.99783,0.29090,-0.11609,0.04970,0.12388,-0.00526,0.12077,-0.27254,0.98376,0.12465,-0.15515,0.03557,0.20754,-0.05020,0.09974,-0.29452,0.95593,0.07151,-0.15239,0.04857,0.22959,-0.03778,0.07034,-0.29793,0.95463,0.06801,-0.15790,0.01791,0.23183,-0.00561,0.10322,-0.26980,0.92788,0.11124,-0.15178,0.02475,0.23993,-0.03973,0.08889,-0.07332,0.99999,0.04009,-0.08889,0.07403,1.00000,-0.46438,0.08780,-0.18629,0.98990,-0.01691,-0.40044,-0.01268,0.98614,-0.31007,0.45322,-0.00761,0.89794,-0.38844,-0.28774,0.04625,0.98462,-0.29783,0.50068,0.01295,0.88330,-0.43517,-0.28148,0.05235,0.97964,-0.34280,0.55908,0.04117,0.87190,-0.51790,-0.38982,0.04681,0.97258
0.40464,0.11687,-0.28624,1.00000,0.49228,-0.12081,-0.08454,0.99999,0.16249,0.20956,-0.27709,0.99774,0.29613,-0.11651,0.05730,0.12327,-0.00408,0.12126,-0.25439,0.98304,0.15226,-0.15893,0.05002,0.20827,-0.04972,0.09978,-0.27409,0.95442,0.10414,-0.15687,0.06227,0.23105,-0.03692,0.07035,-0.27923,0.95300,0.10079,-0.16111,0.03520,0.23344,-0.00459,0.10346,-0.25209,0.92577,0.13962,-0.15568,0.03948,0.24190,-0.03992,0.08888,-0.07320,0.99999,0.04027,-0.08889,0.07392,1.00000,-0.46424,0.08766,-0.18412,0.98939,-0.01353,-0.40067,-0.01351,0.98605,-0.31147,0.44674,-0.00059,0.89617,-0.38548,-0.28764,0.04477,0.98457,-0.29964,0.49339,0.02049,0.88483,-0.43260,-0.28140,0.05082,0.98017,-0.34471,0.55187,0.04879,0.87049,-0.51640,-0.39129,0.04536,0.97238
0.40429,0.11666,-0.28640,1.00000,0.49185,-0.12001,-0.08435,0.99999,0.16286,0.21363,-0.27708,0.99777,0.30081,-0.11656,0.06500,0.12241,-0.00404,0.12263,-0.25291,0.98317,0.16361,-0.16066,0.06679,0.20979,-0.04991,0.10002,-0.27261,0.95457,0.11678,-0.15900,0.08031,0.23323,-0.03694,0.07034,-0.27794,0.95311,0.11322,-0.16324,0.05391,0.23572,-0.00458,0.10409,-0.25063,0.92611,0.15088,-0.15785,0.05647,0.24424,-0.03991,0.08889,-0.07305,0.99999,0.04026,-0.08889,0.07378,1.00000,-0.46193,0.09351,-0.18077,0.98894,-0.01312,-0.40170,-0.01358,0.98603,-0.31143,0.44724,-0.00028,0.89579,-0.38481,-0.28685,0.05232,0.98451,-0.29956,0.49415,0.02059,0.88701,-0.43207,-0.28033,0.05909,0.98069,-0.34452,0.55264,0.04898,0.87057,-0.51643,-0.39083,0.05332,0.97217
