-0.48269,-0.13662,-0.18153,0.99997,-0.47928,0.14407,-0.04894,0.99992,-0.22656,-0.15580,-0.20025,0.99665,-0.21108,0.17513,0.01224,0.83236,0.00284,-0.16440,-0.28907,0.98564,-0.00207,0.23874,-0.06431,0.89290,0.08805,-0.17359,-0.32073,0.96788,0.08288,0.24957,-0.07501,0.83465,0.09770,-0.13772,-0.34994,0.96928,0.07800,0.24696,-0.11083,0.85154,0.02483,-0.14910,-0.29989,0.95699,0.01515,0.23138,-0.08009,0.83865,-0.00401,-0.10812,-0.05009,0.99983,0.00356,0.10827,0.05163,0.99997,0.36685,-0.18379,0.04259,0.99903,0.36639,0.22106,0.07314,0.99864,0.57060,-0.34083,0.33494,0.99665,0.71231,0.29642,0.16878,0.99869,0.60419,-0.35940,0.35499,0.82419,0.75713,0.30900,0.17031,0.97695,0.69970,-0.34205,0.27303,0.99235,0.80123,0.42067,0.07966,0.99676
-0.47823,-0.13648,-0.18565,0.99997,-0.47881,0.14406,-0.04708,0.99993,-0.22134,-0.14754,-0.20442,0.99682,-0.20899,0.17519,0.01773,0.83281,-0.00152,-0.11629,-0.29027,0.98643,-0.00053,0.23882,-0.05872,0.89209,0.08135,-0.10886,-0.32365,0.96960,0.08459,0.24975,-0.06773,0.83229,0.08207,-0.06718,-0.35014,0.97086,0.07850,0.24734,-0.10167,0.85005,0.01613,-0.09627,-0.30005,0.95875,0.01614,0.23146,-0.07331,0.83761,-0.00402,-0.10812,-0.05098,0.99984,0.00356,0.10827,0.05251,0.99997,0.37084,-0.17432,0.04998,0.99903,0.34884,0.22079,0.01624,0.99859,0.57959,-0.32825,0.35648,0.99652,0.70265,0.29762,0.07773,0.99861,0.61422,-0.34678,0.37815,0.82182,0.74814,0.31110,0.07626,0.97643,0.70468,-0.31761,0.29932,0.99220,0.78171,0.42750,-0.02020,0.99673
-0.47236,-0.13941,-0.20017,0.99997,-0.47761,0.13992,-0.04816,0.99993,-0.21161,-0.13733,-0.22620,0.99702,-0.20398,0.17304,0.01638,0.83187,-0.00486,-0.05598,-0.30235,0.98732,0.00694,0.23771,-0.06096,0.88681,0.07682,-0.03525,-0.33880,0.97145,0.09370,0.24817,-0.06986,0.82358,0.06964,0.01117,-0.35940,0.97259,0.08489,0.24605,-0.10282,0.84248,0.00902,-0.03161,-0.30899,0.96073,0.02275,0.23027,-0.07517,0.82977,-0.00409,-0.10816,-0.05121,0.99985,0.00362,0.10829,0.05274,0.99997,0.37376,-0.17405,0.07294,0.99902,0.34568,0.21203,0.00881,0.99856,0.58760,-0.32797,0.37474,0.99642,0.70242,0.29391,0.06969,0.99854,0.62321,-0.34674,0.39563,0.82054,0.74807,0.30810,0.06802,0.97573,0.71217,-0.31761,0.30719,0.99215,0.78029,0.42497,-0.03444,0.99670
-0.46243,-0.14260,-0.21751,0.99997,-0.47375,0.13028,-0.05194,0.99993,-0.20033,-0.12640,-0.25326,0.99722,-0.19675,0.16287,0.01127,0.82793,-0.00841,-0.01100,-0.32414,0.98817,0.01202,0.23189,-0.07143,0.88011,0.07118,0.01858,-0.36068,0.97318,0.09785,0.24223,-0.08148,0.81423,0.05842,0.06534,-0.37753,0.97420,0.08802,0.24179,-0.11276,0.83357,0.00240,0.01521,-0.32863,0.96258,0.02706,0.22504,-0.08552,0.82001,-0.00411,-0.10793,-0.05175,0.99985,0.00365,0.10806,0.05330,0.99998,0.37749,-0.17407,0.07282,0.99897,0.34411,0.20655,0.00825,0.99846,0.59535,-0.32796,0.37011,0.99623,0.70270,0.28789,0.06930,0.99843,0.63156,-0.34677,0.39062,0.81553,0.74817,0.30236,0.06738,0.97468,0.72017,-0.31717,0.30389,0.99184,0.78072,0.42220,-0.03340,0.99659
-0.45782,-0.14519,-0.22363,0.99997,-0.47275,0.12359,-0.05222,0.99993,-0.19352,-0.12216,-0.26199,0.99739,-0.19407,0.15378,0.01017,0.82113,-0.01829,0.00788,-0.32717,0.98889,0.01268,0.22930,-0.07430,0.87158,0.05587,0.04159,-0.36265,0.97460,0.09772,0.24069,-0.08478,0.80275,0.03838,0.08673,-0.37800,0.97550,0.08786,0.24137,-0.11581,0.82259,-0.01104,0.03409,-0.33071,0.96396,0.02742,0.22329,-0.08863,0.80840,-0.00414,-0.10780,-0.05206,0.99986,0.00367,0.10793,0.05362,0.99998,0.37813,-0.17555,0.07241,0.99895,0.34379,0.20464,0.00736,0.99841,0.59911,-0.32984,0.36798,0.99619,0.70295,0.28453,0.07694,0.99838,0.63563,-0.34889,0.38817,0.81473,0.74840,0.29894,0.07600,0.97409,0.72456,-0.31746,0.30172,0.99183,0.78158,0.41901,-0.02416,0.99656
-0.45282,-0.14597,-0.22881,0.99997,-0.47061,0.12011,-0.05347,0.99993,-0.18748,-0.12159,-0.26903,0.99755,-0.18938,0.14631,0.00743,0.81158,-0.02336,0.01551,-0.32956,0.98949,0.01710,0.22294,-0.07903,0.86133,0.04781,0.05240,-0.36351,0.97570,0.10127,0.23517,-0.09013,0.78979,0.02917,0.09702,-0.37800,0.97648,0.09101,0.23702,-0.12031,0.80983,-0.01742,0.04196,-0.33240,0.96488,0.03146,0.21743,-0.09332,0.79482,-0.00419,-0.10712,-0.05274,0.99986,0.00371,0.10726,0.05429,0.99998,0.37851,-0.17569,0.07101,0.99890,0.34432,0.20328,0.01351,0.99830,0.59928,-0.33005,0.36699,0.99607,0.70417,0.28236,0.08548,0.99831,0.63569,-0.34910,0.38636,0.81231,0.75011,0.29708,0.08474,0.97363,0.72485,-0.31866,0.29791,0.99161,0.78225,0.41902,-0.01338,0.99648
-0.44729,-0.14605,-0.23310,0.99997,-0.46780,0.11750,-0.05674,0.99993,-0.18242,-0.11950,-0.27235,0.99766,-0.18709,0.14377,0.00264,0.80117,-0.02232,0.01117,-0.33058,0.98992,0.01926,0.21167,-0.08392,0.85039,0.05112,0.04512,-0.36373,0.97645,0.10322,0.22139,-0.09507,0.77673,0.03660,0.08903,-0.37863,0.97712,0.09277,0.22252,-0.12425,0.79658,-0.01408,0.03671,-0.33364,0.96539,0.03344,0.20534,-0.09799,0.78069,-0.00416,-0.10649,-0.05295,0.99985,0.00369,0.10665,0.05450,0.99998,0.37945,-0.17562,0.06524,0.99886,0.34488,0.20333,0.01395,0.99816,0.60081,-0.33020,0.34922,0.99594,0.70438,0.28249,0.08706,0.99823,0.63717,-0.34916,0.36759,0.80893,0.75044,0.29726,0.08632,0.97284,0.72569,-0.31929,0.27892,0.99128,0.78233,0.42020,-0.01163,0.99634
-0.44849,-0.14565,-0.22951,0.99997,-0.46779,0.11528,-0.05367,0.99993,-0.18498,-0.11508,-0.26653,0.99769,-0.18765,0.13937,0.00441,0.78766,-0.01872,-0.00484,-0.32831,0.99011,0.01938,0.19768,-0.08063,0.83875,0.05804,0.02171,-0.36151,0.97682,0.10416,0.20586,-0.09077,0.76358,0.04113,0.06498,-0.37756,0.97741,0.09369,0.20513,-0.11879,0.78352,-0.01082,0.01908,-0.33206,0.96545,0.03372,0.19027,-0.09430,0.76711,-0.00410,-0.10571,-0.05357,0.99985,0.00364,0.10587,0.05513,0.99998,0.37945,-0.17307,0.06220,0.99880,0.34519,0.20360,0.01954,0.99802,0.60081,-0.32930,0.33565,0.99575,0.70449,0.28275,0.08827,0.99813,0.63707,-0.34808,0.35313,0.80457,0.75054,0.29739,0.08706,0.97220,0.72535,-0.31772,0.26493,0.99080,0.78146,0.42250,-0.00621,0.99614
-0.44972,-0.14409,-0.22819,0.99997,-0.46790,0.11621,-0.05365,0.99992,-0.18672,-0.11668,-0.26557,0.99765,-0.18805,0.14105,0.00464,0.77100,-0.00627,-0.02982,-0.32714,0.99000,0.02092,0.19698,-0.07746,0.82040,0.07608,-0.01504,-0.36028,0.97657,0.10845,0.20413,-0.08490,0.74347,0.06712,0.02589,-0.37679,0.97713,0.10077,0.20284,-0.11339,0.76393,0.00592,-0.00861,-0.33103,0.96471,0.03668,0.18911,-0.09087,0.74740,-0.00396,-0.10570,-0.05358,0.99985,0.00350,0.10585,0.05513,0.99998,0.38293,-0.17142,0.06405,0.99876,0.34405,0.20479,0.01921,0.99802,0.60524,-0.32781,0.34122,0.99572,0.70192,0.28813,0.08645,0.99813,0.64176,-0.34651,0.35870,0.80228,0.74777,0.30350,0.08508,0.97196,0.73016,-0.31665,0.26877,0.99065,0.77744,0.42666,-0.00981,0.99614
-0.45280,-0.14675,-0.21786,0.99997,-0.47344,0.11441,-0.04851,0.99992,-0.19046,-0.13675,-0.24154,0.99760,-0.20290,0.14003,0.01552,0.75672,0.00176,-0.10982,-0.30704,0.98953,0.00757,0.18961,-0.05939,0.80715,0.08600,-0.10728,-0.33756,0.97556,0.09679,0.19542,-0.06440,0.72788,0.08396,-0.07062,-0.35956,0.97611,0.08978,0.19302,-0.09459,0.74928,0.01754,-0.09261,-0.31350,0.96315,0.02406,0.18121,-0.07267,0.73304,-0.00358,-0.10569,-0.05378,0.99986,0.00313,0.10584,0.05534,0.99998,0.38423,-0.17255,0.06599,0.99873,0.34354,0.20639,0.02087,0.99806,0.60440,-0.33171,0.34900,0.99561,0.70123,0.28821,0.08746,0.99815,0.64086,-0.35013,0.36726,0.79775,0.74704,0.30363,0.08602,0.97253,0.72945,-0.31865,0.28191,0.99040,0.77661,0.42788,-0.00737,0.99620
-0.46070,-0.14756,-0.20848,0.99997,-0.47794,0.11511,-0.04610,0.99991,-0.20020,-0.15833,-0.22681,0.99759,-0.21463,0.14095,0.01540,0.74419,0.00289,-0.18718,-0.29030,0.98919,-0.00591,0.18807,-0.05892,0.79517,0.08677,-0.19952,-0.31857,0.97496,0.08311,0.19348,-0.06482,0.71338,0.09051,-0.16824,-0.34607,0.97559,0.07648,0.18783,-0.09577,0.73670,0.02140,-0.17504,-0.29905,0.96246,0.01144,0.17852,-0.07245,0.72157,-0.00353,-0.10566,-0.05485,0.99986,0.00308,0.10581,0.05641,0.99998,0.38406,-0.16013,0.07576,0.99875,0.34394,0.20671,0.03107,0.99809,0.60011,-0.33387,0.35469,0.99570,0.70242,0.28800,0.09185,0.99818,0.63545,-0.35436,0.37333,0.79971,0.74823,0.30336,0.08992,0.97311,0.72670,-0.31946,0.29158,0.99064,0.77967,0.42785,0.00017,0.99630
-0.46477,-0.14853,-0.19754,0.99997,-0.47941,0.11599,-0.04615,0.99991,-0.20652,-0.17927,-0.20928,0.99753,-0.21669,0.14148,0.01000,0.73715,0.00258,-0.23523,-0.27603,0.98858,-0.01372,0.18882,-0.07521,0.79101,0.08643,-0.25296,-0.30270,0.97367,0.07243,0.19448,-0.08526,0.70925,0.08990,-0.22605,-0.33393,0.97445,0.06545,0.18802,-0.11626,0.73309,0.02150,-0.22556,-0.28664,0.96127,0.00296,0.17896,-0.08932,0.71768,-0.00339,-0.10565,-0.05503,0.99986,0.00295,0.10579,0.05659,0.99998,0.38518,-0.15468,0.07539,0.99875,0.34411,0.20949,0.03483,0.99812,0.59977,-0.33558,0.35491,0.99573,0.70240,0.28793,0.09646,0.99821,0.63514,-0.35699,0.37365,0.79844,0.74817,0.30315,0.09451,0.97325,0.72632,-0.32034,0.29241,0.99063,0.77989,0.42777,0.00626,0.99634
-0.46652,-0.15158,-0.19306,0.99997,-0.47990,0.11636,-0.04530,0.99991,-0.21123,-0.20211,-0.20261,0.99753,-0.21667,0.14182,0.01053,0.72667,0.00238,-0.26147,-0.26883,0.98808,-0.01466,0.19048,-0.07541,0.78649,0.08546,-0.27940,-0.29462,0.97250,0.07017,0.19668,-0.08588,0.70518,0.08876,-0.25289,-0.32700,0.97344,0.06312,0.19089,-0.11722,0.72930,0.02108,-0.25197,-0.27997,0.96034,0.00167,0.18093,-0.08980,0.71350,-0.00322,-0.10559,-0.05528,0.99986,0.00280,0.10574,0.05682,0.99998,0.38526,-0.15345,0.07359,0.99874,0.34479,0.21214,0.04147,0.99812,0.60019,-0.33621,0.34653,0.99584,0.70241,0.28787,0.11957,0.99823,0.63560,-0.35794,0.36470,0.80026,0.74812,0.30284,0.11928,0.97341,0.72659,-0.32070,0.28222,0.99076,0.78072,0.42767,0.03155,0.99638
-0.46920,-0.15717,-0.18678,0.99997,-0.48026,0.11657,-0.04641,0.99991,-0.21726,-0.21302,-0.19326,0.99748,-0.21661,0.14201,0.00642,0.72528,0.00181,-0.27420,-0.26007,0.98744,-0.01419,0.19080,-0.08400,0.78833,0.08343,-0.29370,-0.28442,0.97107,0.07008,0.19716,-0.09583,0.70768,0.08788,-0.26813,-0.31747,0.97218,0.06341,0.19227,-0.12809,0.73170,0.02069,-0.26503,-0.27154,0.95917,0.00217,0.18154,-0.09898,0.71554,-0.00301,-0.10567,-0.05521,0.99986,0.00260,0.10583,0.05674,0.99998,0.38534,-0.15399,0.07166,0.99874,0.34510,0.21461,0.04182,0.99814,0.60144,-0.33712,0.34172,0.99594,0.70237,0.28784,0.12374,0.99826,0.63701,-0.35895,0.35970,0.80217,0.74801,0.30259,0.12400,0.97357,0.72721,-0.32200,0.27575,0.99091,0.78145,0.42713,0.03527,0.99643
-0.47126,-0.15879,-0.18236,0.99997,-0.48026,0.11843,-0.05078,0.99991,-0.21965,-0.20660,-0.18842,0.99739,-0.21609,0.14546,0.00263,0.72940,0.00151,-0.25925,-0.25875,0.98681,-0.01334,0.19474,-0.08327,0.79077,0.08221,-0.27774,-0.28405,0.96976,0.07062,0.20284,-0.09483,0.70993,0.08744,-0.25081,-0.31682,0.97101,0.06574,0.19537,-0.12728,0.73385,0.02043,-0.24939,-0.27028,0.95806,0.00384,0.18499,-0.09823,0.71769,-0.00292,-0.10585,-0.05488,0.99985,0.00250,0.10603,0.05639,0.99998,0.38528,-0.15452,0.07125,0.99873,0.34561,0.21665,0.04460,0.99816,0.60126,-0.33737,0.34190,0.99594,0.70241,0.28784,0.12697,0.99826,0.63681,-0.35907,0.35992,0.79848,0.74805,0.30246,0.12740,0.97328,0.72705,-0.32217,0.27595,0.99079,0.78239,0.42653,0.03770,0.99640
